,age,workclass,fnlwgt,education-num,marital status,occupation,relationship,race,sex,hours/week,native country
12970,2,3,3,10,3,1,1,5,2,5,39
12971,2,3,1,9,5,12,4,5,1,4,39
12972,1,3,2,10,5,8,4,5,2,4,39
12973,5,4,1,14,3,12,1,5,2,4,39
12974,3,2,2,10,3,11,1,5,2,6,39
12975,4,4,1,13,3,4,1,5,2,5,39
12976,1,3,3,8,5,1,4,5,1,3,39
12977,4,3,2,9,3,3,1,5,2,4,39
12978,4,3,2,10,5,5,2,5,2,3,39
12979,2,3,1,13,5,4,5,3,1,4,39
12980,6,5,2,13,3,4,1,5,2,2,39
12981,1,3,3,13,5,1,2,5,2,4,39
12982,1,3,2,10,5,1,4,3,1,4,14
12983,1,3,2,9,5,6,4,5,2,3,39
12984,4,3,2,9,5,8,2,5,2,4,39
12985,3,3,1,10,3,3,1,5,2,4,39
12986,4,5,2,13,5,12,2,5,2,5,39
12987,2,6,2,10,5,6,4,5,2,4,39
12988,4,3,2,10,3,12,1,5,2,7,33
12989,5,5,2,9,1,5,2,5,2,3,39
12990,5,3,1,9,7,7,5,5,1,4,39
12991,3,3,2,11,5,12,5,3,1,1,39
12992,3,3,2,9,3,12,1,5,2,5,39
12993,3,3,1,11,3,14,1,5,2,4,39
12994,3,2,2,9,3,1,6,5,1,4,39
12995,1,3,3,13,5,1,2,5,2,1,39
12996,4,2,1,9,1,5,2,5,2,4,39
12997,3,4,1,12,5,12,4,5,2,4,39
12998,4,1,2,9,1,1,5,5,1,3,39
12999,5,4,1,15,3,10,1,2,2,4,19
13000,4,3,2,14,3,4,1,5,2,5,39
13001,6,4,2,9,3,4,1,5,2,4,39
13002,5,2,2,9,3,14,1,5,2,4,39
13003,7,1,2,9,5,1,5,5,1,4,33
13004,8,3,2,9,7,12,5,5,1,2,39
13005,5,3,2,9,3,3,1,5,2,4,39
13006,3,3,1,13,5,8,3,5,1,5,39
13007,2,3,2,13,5,12,2,5,2,7,39
13008,3,3,4,7,3,6,1,5,2,5,39
13009,4,6,3,7,1,14,5,5,1,6,39
13010,2,3,2,9,3,1,6,5,1,4,39
13011,3,3,1,9,5,3,2,5,2,4,39
13012,4,3,2,10,5,1,4,3,1,4,39
13013,1,3,1,9,3,12,6,5,1,4,39
13014,2,3,2,14,5,4,2,4,2,3,5
13015,1,3,2,9,5,3,2,5,2,4,39
13016,3,3,1,10,1,6,5,5,1,4,39
13017,3,6,2,13,3,1,1,5,2,6,39
13018,2,3,2,10,5,1,5,3,1,4,39
13019,3,3,2,13,3,13,1,5,2,4,39
13020,7,3,2,9,3,7,1,5,2,4,39
13021,3,3,2,10,6,8,2,5,1,6,39
13022,6,3,2,9,7,8,3,5,1,3,39
13023,6,3,1,9,3,8,6,5,1,1,39
13024,1,3,2,13,5,4,2,5,1,4,39
13025,6,3,1,10,1,12,2,5,1,5,39
13026,3,3,1,10,3,4,1,5,2,5,39
13027,2,3,2,10,3,14,1,5,2,4,39
13028,6,3,2,10,6,8,2,5,2,3,4
13029,4,3,1,9,3,8,1,2,2,3,3
13030,1,3,2,8,5,8,4,5,2,2,39
13031,5,1,1,9,3,1,1,5,2,4,39
13032,4,5,3,10,3,13,1,5,2,5,39
13033,7,1,2,9,3,10,1,5,2,1,39
13034,1,3,2,9,5,8,2,5,1,4,39
13035,3,3,1,9,3,13,6,3,1,4,39
13036,2,3,1,9,1,4,5,5,1,4,39
13037,2,2,2,9,3,11,1,5,2,4,39
13038,6,3,1,13,5,1,2,5,1,4,39
13039,2,3,2,2,5,6,2,5,2,4,26
13040,1,3,1,10,5,13,4,5,2,4,39
13041,2,3,2,10,5,3,2,5,2,4,39
13042,7,3,1,3,6,8,2,5,2,2,22
13043,6,1,2,6,1,8,2,5,1,4,39
13044,3,5,1,9,3,3,1,5,2,5,39
13045,2,3,2,13,5,1,4,5,2,4,39
13046,1,3,2,9,5,3,5,5,2,4,39
13047,3,3,2,10,1,4,5,5,2,7,39
13048,1,6,2,6,5,8,4,5,2,3,39
13049,1,3,1,10,5,6,2,5,2,5,39
13050,5,3,1,14,3,4,1,5,2,6,39
13051,6,3,2,3,1,7,5,5,1,4,39
13052,3,3,2,9,5,1,4,5,1,4,39
13053,8,5,1,9,7,8,2,5,2,2,39
13054,2,3,2,10,5,14,2,5,2,5,39
13055,4,3,1,13,5,1,2,5,2,4,39
13056,1,3,2,10,5,8,4,3,2,4,39
13057,9,3,1,15,3,10,1,5,2,4,39
13058,5,3,1,9,3,7,1,3,2,4,39
13059,1,3,1,6,5,12,4,5,2,2,39
13060,3,1,1,13,3,10,1,5,2,4,39
13061,6,3,1,9,5,8,2,5,2,4,39
13062,6,3,2,10,3,3,1,5,2,4,39
13063,3,3,1,10,1,7,2,5,2,4,39
13064,1,1,1,10,5,3,5,1,2,4,39
13065,3,3,2,13,5,1,2,5,1,4,4
13066,3,3,2,9,3,3,1,5,2,4,39
13067,2,3,1,10,3,12,6,5,1,4,39
13068,2,3,1,9,5,1,5,5,1,3,39
13069,4,3,3,15,3,10,1,5,2,7,39
13070,1,3,1,9,5,12,4,5,2,4,39
13071,4,3,1,15,5,10,2,5,1,5,39
13072,5,3,1,9,7,1,2,3,1,4,39
13073,2,6,1,10,5,13,2,5,2,2,39
13074,3,3,2,9,5,1,3,5,2,4,39
13075,2,3,2,8,1,8,2,5,1,4,39
13076,4,3,2,9,3,11,1,5,2,4,2
13077,3,3,1,9,5,8,4,5,2,4,39
13078,4,3,2,12,3,10,1,5,2,4,39
13079,5,5,2,9,3,3,1,5,2,3,29
13080,1,3,1,13,5,10,4,5,2,4,39
13081,3,3,1,9,3,7,1,5,2,4,39
13082,2,3,3,9,5,3,2,5,2,5,39
13083,3,3,1,9,1,8,4,5,2,4,39
13084,3,3,3,9,3,6,1,3,2,4,39
13085,1,3,2,10,5,12,4,5,2,5,39
13086,2,3,2,9,3,7,1,5,2,4,39
13087,1,2,1,9,5,1,4,3,1,4,39
13088,4,3,2,9,2,3,6,3,1,5,39
13089,3,3,2,9,3,3,1,5,2,7,39
13090,2,3,1,13,5,3,4,5,2,1,39
13091,5,3,2,6,3,14,1,5,2,5,39
13092,3,2,2,13,3,4,1,5,2,4,39
13093,2,3,2,13,3,4,1,5,2,5,39
13094,6,5,1,12,3,8,1,5,2,4,20
13095,5,3,1,13,3,10,1,5,2,5,39
13096,5,3,1,5,3,7,1,5,2,5,39
13097,3,3,3,13,3,4,1,2,2,5,3
13098,3,3,3,13,3,10,1,5,2,5,39
13099,3,3,1,9,3,3,1,5,2,4,39
13100,8,5,3,9,3,12,1,5,2,4,39
13101,3,3,2,10,3,12,1,5,2,5,11
13102,3,3,1,10,5,1,2,5,2,4,39
13103,5,5,2,9,3,14,1,5,2,5,39
13104,7,3,2,6,3,14,1,5,2,4,39
13105,1,3,1,10,5,1,2,5,2,7,39
13106,1,3,2,9,5,8,3,5,2,4,26
13107,6,3,2,9,6,3,5,5,2,4,39
13108,10,2,2,12,3,1,1,2,2,2,30
13109,2,3,1,10,1,1,2,5,1,4,39
13110,3,3,5,9,1,1,5,5,1,2,39
13111,3,3,1,12,3,10,1,5,2,5,39
13112,2,3,1,9,5,4,2,5,1,4,39
13113,1,3,2,10,5,8,4,5,1,4,39
13114,4,3,2,7,3,14,1,5,2,4,39
13115,6,3,1,9,1,4,2,5,1,4,39
13116,3,6,3,10,3,10,6,3,1,4,39
13117,7,3,2,13,3,12,1,5,2,4,39
13118,7,2,3,16,1,10,2,5,1,4,39
13119,5,3,1,10,1,8,2,5,1,4,39
13120,3,3,2,9,1,11,2,3,2,5,39
13121,3,3,1,13,3,4,1,5,2,5,39
13122,4,4,1,9,3,4,1,5,2,4,39
13123,1,1,2,12,5,8,4,5,2,2,39
13124,4,5,1,9,3,14,1,5,2,4,39
13125,2,3,2,9,3,7,1,5,2,5,39
13126,1,3,1,8,5,6,4,1,2,2,39
13127,3,2,1,13,1,10,5,5,1,4,39
13128,5,2,2,14,5,10,2,5,2,4,39
13129,2,3,2,14,5,1,2,5,1,5,39
13130,5,3,1,9,3,14,6,5,1,4,39
13131,2,3,2,9,5,3,4,5,2,4,39
13132,3,4,1,10,3,3,1,5,2,5,39
13133,2,3,1,9,5,6,2,5,2,4,39
13134,2,3,2,4,3,3,1,5,2,4,26
13135,2,3,1,10,3,1,1,5,2,5,39
13136,2,3,1,9,3,3,1,5,2,4,39
13137,4,3,1,9,7,1,5,5,1,4,39
13138,8,3,1,4,3,8,1,5,2,2,39
13139,5,3,1,7,3,7,1,3,2,4,39
13140,6,6,3,16,3,10,1,5,2,5,9
13141,1,3,2,5,5,8,4,5,1,2,39
13142,3,3,1,9,5,13,4,2,2,4,3
13143,1,3,2,10,5,7,4,5,2,4,39
13144,7,3,2,13,3,10,1,5,2,5,39
13145,7,3,2,9,3,3,1,5,2,4,39
13146,6,3,1,10,1,7,2,5,1,4,39
13147,1,3,2,9,5,6,2,5,2,4,39
13148,2,3,1,9,1,12,5,5,2,3,39
13149,5,3,1,11,1,4,2,5,2,5,39
13150,6,4,2,9,3,12,1,5,2,5,39
13151,2,3,1,9,3,12,1,5,2,4,39
13152,5,3,2,13,1,11,2,5,2,4,39
13153,6,3,1,13,3,13,1,5,2,4,39
13154,4,1,2,13,5,1,2,5,2,4,33
13155,7,3,2,14,1,10,2,5,1,5,39
13156,6,3,2,13,3,13,1,5,2,3,39
13157,3,5,1,11,5,8,3,5,1,4,39
13158,1,3,1,6,5,3,4,5,2,3,39
13159,3,3,2,9,3,12,1,2,2,4,17
13160,1,2,1,13,5,10,2,5,1,4,39
13161,3,6,2,13,5,10,2,5,2,5,39
13162,5,3,3,9,3,8,1,5,2,4,26
13163,1,3,2,10,5,12,4,5,1,4,39
13164,4,4,1,10,3,4,1,5,2,6,39
13165,4,3,2,10,3,8,6,5,1,4,39
13166,6,5,2,4,1,12,3,5,2,2,26
13167,4,3,1,9,1,7,2,3,1,4,39
13168,2,3,1,13,5,10,4,5,1,4,39
13169,4,3,1,9,3,1,1,5,2,5,39
13170,4,3,2,13,1,10,2,5,1,4,39
13171,1,3,2,7,5,12,4,5,1,2,39
13172,6,5,1,4,3,3,1,5,2,4,39
13173,4,3,2,14,3,4,1,5,2,5,39
13174,7,2,1,9,7,8,2,5,1,4,2
13175,1,3,2,10,5,1,4,5,2,2,39
13176,5,3,2,10,3,14,1,5,2,5,39
13177,4,3,1,10,3,4,1,5,2,4,39
13178,5,3,1,13,3,3,1,5,2,6,39
13179,4,4,1,11,3,5,1,5,2,7,39
13180,4,2,3,10,3,3,1,3,2,4,39
13181,8,4,2,15,3,10,1,5,2,5,39
13182,5,3,2,9,3,7,1,5,2,3,39
13183,5,1,2,10,3,6,1,5,2,4,39
13184,4,5,1,9,1,3,2,5,2,5,2
13185,3,3,1,9,6,14,2,2,2,4,39
13186,4,3,2,9,5,1,4,5,2,4,39
13187,4,3,1,9,3,3,1,5,2,4,39
13188,1,3,3,10,5,6,4,5,2,4,39
13189,6,2,2,13,5,10,2,5,2,5,39
13190,4,4,2,13,3,10,6,5,1,4,39
13191,3,3,2,9,1,7,2,5,2,4,39
13192,6,3,1,16,3,12,1,5,2,4,39
13193,8,3,1,3,3,1,1,5,2,4,39
13194,1,3,2,13,5,10,4,3,1,4,39
13195,3,3,2,11,3,7,1,5,2,4,39
13196,1,3,1,10,6,3,2,5,2,4,39
13197,2,5,2,11,5,8,2,5,1,4,39
13198,5,3,2,8,7,6,5,5,1,5,39
13199,4,4,2,15,3,10,1,5,2,5,39
13200,1,3,2,12,5,8,4,5,1,2,39
13201,1,3,2,9,5,4,3,5,1,5,11
13202,3,3,2,11,1,10,5,5,1,4,39
13203,3,3,3,10,3,4,1,5,2,5,39
13204,4,3,2,5,3,7,1,5,2,4,13
13205,5,3,2,7,3,3,1,5,2,4,39
13206,7,3,1,13,3,4,1,5,2,4,39
13207,1,3,2,9,3,6,1,5,2,4,39
13208,2,3,1,10,5,8,2,5,1,3,39
13209,3,5,1,9,1,4,2,5,2,7,39
13210,1,3,1,10,5,8,2,5,2,4,39
13211,2,3,1,7,5,1,2,5,2,4,39
13212,5,4,1,13,3,4,1,5,2,7,39
13213,4,6,2,14,3,10,6,2,1,4,3
13214,1,3,2,13,5,4,4,5,1,1,39
13215,2,4,1,9,3,4,1,5,2,5,39
13216,2,5,3,4,3,10,1,5,2,7,39
13217,4,1,1,14,3,10,1,5,2,4,39
13218,3,3,1,9,5,3,5,3,1,4,39
13219,1,3,2,7,3,7,1,5,2,8,39
13220,4,3,4,5,3,4,1,5,2,4,26
13221,4,4,2,13,3,4,1,5,2,5,39
13222,3,3,1,10,3,4,1,5,2,5,39
13223,1,4,3,6,5,8,4,3,2,4,39
13224,6,5,2,15,3,10,1,5,2,5,39
13225,4,3,2,9,1,1,5,5,1,4,39
13226,6,2,2,6,3,3,1,5,2,5,39
13227,5,5,1,9,3,14,1,5,2,4,39
13228,7,1,3,6,1,3,5,5,2,4,39
13229,1,3,1,13,5,10,4,2,1,5,39
13230,4,3,2,9,7,8,5,3,1,4,39
13231,6,3,1,10,5,1,2,3,1,4,39
13232,5,1,1,9,7,4,2,5,1,6,39
13233,4,3,2,14,3,10,1,5,2,5,39
13234,6,2,2,9,3,8,1,5,2,4,39
13235,3,3,1,10,3,1,1,5,2,5,39
13236,4,3,1,13,3,3,1,5,2,4,39
13237,5,3,1,5,6,6,4,5,2,4,39
13238,3,3,2,10,3,7,1,2,2,5,39
13239,6,4,1,13,3,3,1,5,2,7,39
13240,3,3,1,9,1,1,4,5,1,4,39
13241,3,3,2,15,5,4,2,5,2,5,39
13242,2,3,2,10,3,4,6,5,1,3,39
13243,1,3,1,6,5,12,2,5,1,3,39
13244,2,3,2,14,5,1,4,5,2,4,39
13245,2,3,1,10,3,1,6,5,1,2,39
13246,4,3,2,12,1,1,5,5,1,4,39
13247,4,3,2,11,3,5,1,5,2,8,39
13248,4,3,1,9,3,6,1,5,2,4,39
13249,2,3,2,5,5,6,5,3,2,4,39
13250,3,3,1,9,4,3,5,5,2,5,39
13251,3,3,3,10,3,1,1,5,2,4,39
13252,1,3,1,11,5,8,2,5,2,3,39
13253,2,3,2,13,3,12,1,5,2,5,39
13254,5,3,3,3,3,14,1,5,2,4,39
13255,1,3,1,10,5,1,4,5,1,2,39
13256,5,3,2,10,1,12,5,5,1,7,39
13257,2,3,1,13,5,13,2,2,1,4,30
13258,1,3,1,7,5,6,2,5,2,3,39
13259,4,3,1,14,3,10,1,5,2,4,39
13260,3,3,1,10,7,12,2,5,1,2,39
13261,3,1,3,9,1,3,2,5,2,4,39
13262,1,3,2,11,5,3,4,5,2,2,39
13263,1,3,3,9,5,14,2,5,2,4,39
13264,3,3,1,13,3,8,1,5,2,8,39
13265,5,3,2,13,3,4,1,3,2,4,39
13266,8,3,2,2,3,8,3,3,1,2,39
13267,4,5,1,13,1,10,2,5,2,8,39
13268,7,3,1,13,1,4,2,5,1,5,39
13269,3,3,3,9,1,12,2,5,1,4,39
13270,5,3,1,10,3,13,1,5,2,4,39
13271,1,3,1,10,5,10,2,3,2,2,39
13272,8,5,1,9,5,8,2,5,1,4,39
13273,4,3,2,9,1,1,2,5,1,4,39
13274,4,3,3,9,3,3,1,5,2,4,39
13275,4,3,2,9,3,3,1,5,2,4,39
13276,1,3,1,9,5,1,4,3,2,2,39
13277,4,1,1,10,1,6,2,2,2,4,39
13278,4,3,1,9,6,12,5,3,1,3,39
13279,3,3,1,13,3,10,1,5,2,4,39
13280,7,4,1,13,1,12,2,5,2,5,39
13281,4,3,1,10,3,10,1,5,2,4,39
13282,4,2,1,14,1,4,5,5,1,7,39
13283,4,2,2,13,5,10,2,5,1,8,39
13284,2,3,1,10,5,1,3,5,1,4,39
13285,1,3,1,10,3,12,1,5,2,5,39
13286,2,1,2,13,5,11,2,5,1,7,39
13287,4,3,2,13,4,1,2,5,1,4,5
13288,2,3,2,9,3,14,1,5,2,5,39
13289,2,3,1,9,5,8,5,5,1,4,39
13290,2,3,1,6,3,3,1,5,2,4,39
13291,6,3,1,9,3,7,1,5,2,4,31
13292,2,3,2,13,5,5,2,5,2,7,39
13293,3,3,1,9,3,3,1,5,2,4,39
13294,3,3,1,10,3,12,1,5,2,5,39
13295,6,3,3,14,3,10,6,5,1,4,39
13296,3,4,2,9,3,12,1,5,2,7,39
13297,1,3,2,10,5,3,2,5,2,4,39
13298,1,3,2,10,5,12,4,3,1,2,39
13299,4,3,1,15,3,10,1,5,2,4,39
13300,4,3,3,13,3,4,1,5,2,5,39
13301,2,3,1,9,5,12,2,5,2,4,33
13302,5,4,3,10,3,12,1,5,2,8,39
13303,1,3,1,10,5,8,4,5,2,2,39
13304,1,3,2,9,5,8,4,5,2,4,39
13305,3,3,3,9,5,7,4,2,2,4,3
13306,2,1,3,9,5,14,4,5,2,4,39
13307,3,5,1,10,3,3,1,5,2,5,39
13308,1,3,1,12,5,1,4,5,1,3,39
13309,6,2,2,9,5,1,2,5,1,3,39
13310,4,4,2,14,5,10,2,5,1,4,39
13311,2,3,1,13,5,10,2,5,1,4,39
13312,8,4,1,9,3,1,1,5,2,3,39
13313,2,5,2,9,5,7,3,3,2,3,39
13314,5,3,1,13,1,12,2,5,1,5,39
13315,7,5,1,13,3,3,1,5,2,6,39
13316,4,3,1,9,3,7,1,5,2,4,39
13317,6,2,2,13,5,10,2,5,1,4,39
13318,1,1,1,12,3,4,6,5,1,4,39
13319,1,3,2,9,5,8,3,5,1,3,39
13320,4,3,1,13,3,4,1,5,2,5,39
13321,4,3,3,11,3,10,1,5,2,5,39
13322,5,3,2,9,3,4,1,5,2,7,39
13323,3,3,3,9,5,14,2,5,2,8,39
13324,1,3,1,9,5,9,5,4,1,4,13
13325,4,2,2,14,5,4,2,5,1,5,39
13326,4,2,2,10,5,3,2,5,2,4,39
13327,4,5,3,13,3,10,1,5,2,5,24
13328,5,4,1,9,3,5,1,5,2,7,39
13329,6,5,3,13,5,4,2,5,1,7,39
13330,5,1,2,9,3,1,6,5,1,4,39
13331,3,5,3,9,1,4,2,2,1,8,35
13332,2,3,1,9,3,3,1,5,2,4,39
13333,4,3,3,13,3,6,4,5,2,4,39
13334,3,3,3,7,5,7,4,3,2,5,39
13335,5,3,1,9,1,8,2,5,2,4,39
13336,4,3,1,13,3,13,1,5,2,5,39
13337,3,2,2,9,5,8,2,5,2,4,39
13338,1,3,1,11,5,3,4,5,2,4,39
13339,2,3,2,13,5,10,2,5,1,4,39
13340,1,3,1,10,5,1,4,5,2,1,9
13341,7,3,2,9,3,10,1,5,2,4,22
13342,3,3,2,9,3,14,1,5,2,4,39
13343,3,3,6,9,5,7,4,3,2,4,39
13344,7,3,1,14,3,4,1,5,2,5,39
13345,1,3,2,6,5,6,4,5,1,3,39
13346,2,3,1,13,5,10,2,5,2,2,39
13347,2,3,2,11,3,7,1,5,2,4,4
13348,5,6,3,16,3,4,1,5,2,4,39
13349,7,3,2,9,3,12,1,5,2,1,39
13350,4,3,3,9,5,3,2,5,2,4,39
13351,2,3,1,9,5,8,2,5,2,4,39
13352,2,3,2,9,3,7,1,3,2,4,39
13353,1,3,1,9,3,3,1,5,2,4,39
13354,7,3,2,6,3,14,1,5,2,2,39
13355,4,6,3,9,1,11,2,5,2,4,39
13356,2,3,2,13,5,13,2,5,1,4,39
13357,5,3,1,8,1,14,5,5,2,5,39
13358,2,3,2,9,3,3,1,5,2,5,39
13359,1,3,2,10,5,3,4,5,2,4,39
13360,2,3,3,11,3,7,1,5,2,4,39
13361,2,3,1,9,3,8,1,5,2,4,39
13362,4,4,2,9,3,4,1,5,2,8,39
13363,1,3,2,13,5,1,2,5,2,4,4
13364,4,3,3,11,3,3,1,5,2,4,39
13365,4,5,2,9,5,3,2,5,2,4,39
13366,2,3,2,7,3,14,1,5,2,5,39
13367,2,3,1,5,5,12,2,5,2,5,39
13368,2,3,1,10,3,1,6,1,1,5,39
13369,3,6,2,10,3,11,1,5,2,4,39
13370,2,3,2,9,5,13,2,5,2,4,39
13371,3,3,3,13,3,13,1,5,2,4,9
13372,4,2,2,9,3,3,1,5,2,4,39
13373,4,4,1,14,3,3,1,5,2,5,39
13374,1,3,2,9,5,8,5,3,1,4,39
13375,2,3,10,10,1,4,5,5,1,3,39
13376,1,3,1,9,5,1,2,5,1,4,39
13377,1,5,2,10,5,14,4,5,2,3,39
13378,5,4,1,12,3,3,1,5,2,4,39
13379,1,3,1,10,5,8,4,5,2,2,39
13380,3,3,1,7,3,14,1,5,2,5,39
13381,3,3,3,10,6,4,5,3,1,4,39
13382,1,3,2,10,5,1,4,5,2,4,39
13383,1,3,1,10,5,12,4,5,2,1,39
13384,2,3,1,13,5,4,4,5,2,4,39
13385,1,3,2,13,5,12,4,5,1,4,39
13386,1,3,3,10,5,10,5,5,1,2,39
13387,2,3,1,9,3,8,6,5,1,4,26
13388,1,3,2,5,5,7,5,5,2,4,13
13389,4,2,1,13,3,11,1,5,2,4,39
13390,1,3,3,9,3,1,6,5,1,4,39
13391,1,3,2,13,5,12,4,5,2,4,39
13392,3,3,2,9,3,3,1,5,2,5,39
13393,3,3,3,13,5,1,2,5,1,2,39
13394,4,2,2,14,1,10,4,5,1,6,39
13395,3,2,3,10,3,13,1,5,2,4,39
13396,3,3,1,9,3,3,1,5,2,5,39
13397,3,5,1,9,5,5,2,5,2,4,39
13398,5,2,2,12,5,1,2,3,2,4,39
13399,3,3,2,11,3,10,6,5,1,4,39
13400,1,3,2,7,5,12,4,3,1,3,39
13401,4,6,2,13,3,4,1,5,2,4,39
13402,2,2,2,9,3,11,1,5,2,5,39
13403,5,6,1,16,3,10,1,5,2,5,39
13404,2,3,2,9,5,12,2,5,2,5,39
13405,7,1,1,10,3,1,6,5,1,3,39
13406,3,3,1,9,3,14,1,5,2,4,39
13407,7,3,1,9,6,7,3,5,1,4,39
13408,3,3,1,13,6,3,2,5,2,4,39
13409,2,3,1,9,1,12,5,5,1,4,39
13410,3,2,2,3,5,8,5,4,1,4,8
13411,2,3,2,9,3,1,6,5,1,4,39
13412,4,3,3,9,3,3,1,5,2,7,39
13413,1,3,2,13,5,1,3,2,1,4,36
13414,1,3,2,11,5,13,2,5,2,4,39
13415,5,3,2,10,1,1,5,5,1,4,39
13416,7,1,1,10,3,1,1,5,2,4,39
13417,1,3,1,9,5,10,4,5,1,2,39
13418,3,3,2,11,1,13,5,5,1,4,39
13419,3,3,1,9,3,7,1,5,2,4,39
13420,3,1,1,10,1,1,2,5,1,5,39
13421,3,3,2,6,5,3,2,5,2,4,39
13422,1,3,3,9,5,4,5,5,2,4,39
13423,6,3,1,5,3,3,1,5,2,4,39
13424,7,3,1,9,1,3,5,5,2,2,39
13425,1,3,3,9,5,12,5,5,1,4,39
13426,2,3,2,3,5,9,2,5,1,7,9
13427,3,6,1,10,1,14,2,5,2,7,39
13428,2,3,1,9,5,12,5,3,1,3,39
13429,5,3,1,10,7,12,2,5,1,4,39
13430,6,5,2,9,3,5,1,5,2,5,39
13431,1,3,2,10,5,1,2,2,2,3,40
13432,2,5,1,9,3,7,1,5,2,4,39
13433,3,3,2,9,5,14,2,3,2,9,39
13434,3,3,3,9,5,8,5,3,1,3,39
13435,5,5,2,9,3,5,1,5,2,9,39
13436,5,3,2,7,3,14,1,5,2,4,39
13437,5,5,2,13,3,4,6,5,1,4,39
13438,1,4,1,6,5,3,4,5,2,4,39
13439,2,3,2,7,4,6,2,5,1,4,26
13440,1,3,2,9,3,3,1,5,2,4,39
13441,4,5,1,9,3,3,1,5,2,4,39
13442,6,3,1,10,6,12,2,5,2,7,39
13443,4,3,1,14,5,10,2,5,2,4,39
13444,1,3,1,5,5,7,4,5,2,4,26
13445,2,3,2,14,5,4,4,5,1,4,39
13446,4,3,1,11,5,5,2,5,2,7,39
13447,4,3,1,13,3,12,1,5,2,4,39
13448,1,3,2,9,5,1,3,5,1,4,39
13449,3,2,2,9,5,8,4,5,2,4,39
13450,5,3,1,9,3,3,1,5,2,4,39
13451,4,3,1,12,3,12,1,5,2,5,39
13452,7,3,1,7,7,12,3,5,1,2,39
13453,6,4,1,13,3,10,1,5,2,5,39
13454,5,3,2,9,5,8,5,3,1,4,14
13455,4,3,1,4,3,8,1,2,2,4,3
13456,2,3,1,6,3,6,1,5,2,4,39
13457,2,2,3,10,3,11,1,5,2,4,39
13458,3,4,2,10,3,12,1,5,2,4,39
13459,2,5,2,9,3,5,1,5,2,8,39
13460,2,2,2,10,3,11,1,5,2,4,39
13461,7,3,2,9,7,8,2,5,1,2,39
13462,5,1,1,10,3,1,1,5,2,4,39
13463,4,3,2,9,1,3,5,5,2,4,24
13464,1,3,1,5,5,3,4,5,1,2,39
13465,3,2,2,3,3,6,3,5,2,4,26
13466,3,2,2,14,3,10,1,5,2,4,39
13467,4,5,1,9,5,12,3,5,1,1,39
13468,5,3,2,6,3,7,1,5,2,5,39
13469,4,5,2,10,3,4,1,5,2,6,39
13470,1,3,2,13,5,4,2,5,1,3,39
13471,6,3,1,14,5,12,2,5,2,5,39
13472,3,5,2,7,1,10,5,3,1,3,39
13473,6,3,1,13,1,12,2,5,2,6,39
13474,1,5,3,7,3,3,4,5,2,6,39
13475,2,3,2,5,5,3,2,4,2,5,39
13476,1,3,3,10,5,12,2,2,2,2,30
13477,5,5,2,16,5,10,5,5,1,7,39
13478,7,4,2,13,3,4,1,5,2,7,39
13479,3,3,2,9,3,4,1,5,2,5,39
13480,5,3,1,9,5,5,2,5,2,1,39
13481,4,3,1,12,3,12,1,5,2,3,39
13482,6,3,1,15,4,10,5,5,2,5,39
13483,4,3,2,9,3,7,1,5,2,4,39
13484,4,3,2,10,1,1,2,5,1,5,39
13485,6,6,1,9,7,1,2,5,1,4,39
13486,3,3,1,13,1,10,5,5,1,6,39
13487,2,3,2,9,1,1,2,5,2,4,39
13488,7,5,2,13,3,10,1,5,2,5,39
13489,2,3,2,13,5,12,2,2,2,2,35
13490,6,4,3,15,3,10,1,5,2,9,39
13491,3,3,2,10,1,4,3,5,2,7,39
13492,2,2,2,13,5,4,2,5,1,2,39
13493,6,3,2,14,3,4,1,5,2,6,39
13494,7,3,1,6,7,14,2,5,1,2,39
13495,2,3,2,9,3,3,1,5,2,4,39
13496,6,4,1,15,5,10,2,5,2,4,39
13497,1,3,1,10,5,8,4,5,2,2,39
13498,4,2,3,13,3,4,1,3,2,4,39
13499,3,3,2,10,3,8,6,5,1,4,39
13500,2,6,2,14,3,10,1,5,2,3,39
13501,4,5,1,13,3,5,1,5,2,5,39
13502,4,3,2,9,5,8,4,5,1,4,39
13503,4,3,2,10,3,10,6,4,1,1,33
13504,2,3,2,13,5,4,4,5,1,10,39
13505,5,3,3,9,3,12,1,5,2,4,39
13506,4,3,1,9,5,14,4,5,2,4,39
13507,4,5,3,10,3,12,1,5,2,5,26
13508,3,3,2,13,3,13,1,5,2,5,39
13509,4,3,1,9,1,1,5,5,1,4,39
13510,3,3,2,9,3,3,1,5,2,7,39
13511,3,3,1,9,3,8,6,2,1,7,30
13512,2,3,1,13,5,4,2,5,2,5,39
13513,4,5,2,13,4,4,2,5,2,5,31
13514,9,3,2,10,7,1,2,5,1,2,39
13515,7,3,2,7,3,14,1,5,2,4,39
13516,6,3,1,10,3,3,1,5,2,6,39
13517,1,3,2,10,5,8,4,5,1,3,39
13518,1,3,1,9,5,3,5,5,2,4,39
13519,5,1,1,10,3,3,1,5,2,4,39
13520,1,3,2,13,5,4,4,5,1,5,39
13521,8,6,1,9,3,3,1,3,2,4,39
13522,5,3,2,7,3,8,6,5,1,1,39
13523,4,1,2,9,5,2,2,5,2,5,39
13524,1,3,1,13,5,1,4,5,1,3,39
13525,7,1,1,13,7,1,2,5,1,4,39
13526,1,3,2,9,5,12,4,5,1,3,39
13527,3,3,2,13,3,4,1,5,2,6,39
